TrialNumber,Metric,K,N,Mean,StandardDeviation
int,str,int,int,float,float
14,1,5000,60,0.5230335,0.022092585624664603
15,1,5000,60,0.524241723644,0.02165756408018806
16,1,5000,60,0.523533774437,0.022069092283404094
17,1,5000,60,0.523063721437,0.021971892779857807
18,1,5000,60,0.523887490383,0.021685260293263637
19,1,5000,60,0.524535419832,0.021634980373109833
20,1,5000,60,0.52330249298,0.0220886458148094
21,1,5000,60,0.523948030122,0.02166245636778073
22,1,5000,60,0.523717823738,0.02223121234826635
23,1,5000,60,0.522802352162,0.022025654994414924
24,1,5000,60,0.523058889415,0.02225391206788319
0,1,5000,70,0.549288600603,0.021570872042667718
1,1,5000,70,0.550073225015,0.021254507787889933
2,1,5000,70,0.549040914588,0.021243444425116227
3,1,5000,70,0.549440997207,0.02137462654841423
4,1,5000,70,0.549353005796,0.02094563540709834
5,1,5000,70,0.550232190943,0.02080145133628288
6,1,5000,70,0.549985777053,0.021032392018711685
7,1,5000,70,0.550744527449,0.02090460336633266
8,1,5000,70,0.550251505199,0.02089165740957192
9,1,5000,70,0.549730034235,0.021296116280985003
10,1,5000,70,0.549430920941,0.0214982880331078
11,1,5000,70,0.549746035664,0.02081015821835405
12,1,5000,70,0.549975497612,0.02109861017446357
13,1,5000,70,0.549519879387,0.021519037666498615
14,1,5000,70,0.550007059141,0.021056710280212897
15,1,5000,70,0.548414003263,0.021335172555722603
16,1,5000,70,0.549651031339,0.021034484625204533
17,1,5000,70,0.549625739733,0.021285135395147616
18,1,5000,70,0.549535187104,0.021344662338015574
19,1,5000,70,0.54862592937,0.021692656188560016
20,1,5000,70,0.550835178369,0.021107800149055417
21,1,5000,70,0.549685925004,0.02087946947687158
22,1,5000,70,0.549090373104,0.02141230361103518
23,1,5000,70,0.550683966635,0.02108991562921804
24,1,5000,70,0.550135414166,0.021114875586863764
0,1,5000,80,0.572393977863,0.020167041035370824
1,1,5000,80,0.571168791147,0.02041966151004859
2,1,5000,80,0.572437308135,0.020540557261053284
3,1,5000,80,0.571494183447,0.02036458340612965
4,1,5000,80,0.571163479813,0.020431909082411142
5,1,5000,80,0.571670022877,0.019762949391142988
6,1,5000,80,0.571926118477,0.02027679085941345
7,1,5000,80,0.57114706501,0.020182488765835494
8,1,5000,80,0.571899122642,0.020510629547378464
9,1,5000,80,0.57187324343,0.020059209185567587
10,1,5000,80,0.571511670463,0.02074327561570912
11,1,5000,80,0.572090689899,0.019999654436779955
12,1,5000,80,0.572351167683,0.020406465269323756
13,1,5000,80,0.572174302593,0.02072316301040626
14,1,5000,80,0.572319980373,0.020202294918649846
15,1,5000,80,0.571188660945,0.020942301017170446
16,1,5000,80,0.57184741944,0.02072665198304791
17,1,5000,80,0.572630646257,0.020489623491823896
18,1,5000,80,0.571837135042,0.02035180407203441
19,1,5000,80,0.572945571375,0.02028445444473676
20,1,5000,80,0.57298959514,0.020320024113562346
21,1,5000,80,0.572752582747,0.02060571257528004
22,1,5000,80,0.572358342525,0.020296796681015444
23,1,5000,80,0.572100696655,0.020584381771047263
24,1,5000,80,0.570921500439,0.020344590210614133
0,1,5000,90,0.591925536029,0.019560827733487045
1,1,5000,90,0.591040724069,0.020233035329971703
2,1,5000,90,0.59171468096,0.019298027010242996
3,1,5000,90,0.592085264325,0.019871740118845738
4,1,5000,90,0.591022906677,0.019848252279917985
5,1,5000,90,0.590863517153,0.020013586102135796
6,1,5000,90,0.591276667162,0.01973911489758301
7,1,5000,90,0.590597672884,0.019876039683962943
8,1,5000,90,0.590660143764,0.019791088517939228
9,1,5000,90,0.591427113096,0.019605335387627057
10,1,5000,90,0.590669124035,0.01987638188670715
11,1,5000,90,0.591389566687,0.019760913892349373
12,1,5000,90,0.591421257054,0.019447253520293386
13,1,5000,90,0.591148730053,0.019667110148997618
14,1,5000,90,0.591210372649,0.019750959339803788
15,1,5000,90,0.591793123419,0.01928268444287003
16,1,5000,90,0.591836569767,0.01960642751160765
17,1,5000,90,0.591071937956,0.01958667483298471
18,1,5000,90,0.592037579163,0.01958528285347404
19,1,5000,90,0.59063825552,0.019843273382273683
20,1,5000,90,0.590738458064,0.019443726547929967
21,1,5000,90,0.591979994057,0.019292701018683456
22,1,5000,90,0.591471290514,0.01956567194802376
23,1,5000,90,0.590975788514,0.01986846446318779
24,1,5000,90,0.591707740467,0.019965812338035346
0,1,5000,100,0.607680810529,0.01876205569938818
1,1,5000,100,0.608790434251,0.018695862620577073
2,1,5000,100,0.607973944741,0.019234287714525265
3,1,5000,100,0.607283700258,0.019024441284871442
4,1,5000,100,0.607444870192,0.019255932760603393
5,1,5000,100,0.608354771414,0.01913015500227671
6,1,5000,100,0.60834363017,0.018569203080987803
7,1,5000,100,0.60750539547,0.019187447374606564
8,1,5000,100,0.607373912489,0.01958922576711854
9,1,5000,100,0.607791479237,0.01905213906684141
10,1,5000,100,0.607471030289,0.019179096673410046
11,1,5000,100,0.607945229387,0.01945942281262575
12,1,5000,100,0.606917659502,0.019292682072754797
13,1,5000,100,0.606858650075,0.018973899375861667
14,1,5000,100,0.606566717718,0.01950375606833352
15,1,5000,100,0.607641583728,0.018641911439307785
16,1,5000,100,0.607614839673,0.01905585036405433
17,1,5000,100,0.608396675831,0.01868136396481999
18,1,5000,100,0.6080112183,0.01938694513976327
19,1,5000,100,0.6069531877,0.019189511730351026
20,1,5000,100,0.60722473579,0.01914090322008372
21,1,5000,100,0.607847714357,0.019275220472850223
22,1,5000,100,0.607813134583,0.019152037068048248
23,1,5000,100,0.607914554015,0.01878396584298792
24,1,5000,100,0.607916351878,0.018893363252093065
