TrialNumber,Metric,NormalizationMetric,K,N,Mean,StandardDeviation
4,2,1,5,9,0.763087002554,0.03324718321042243
4,2,2,5,9,0.633267791453,0.15326100085798824
4,2,inf,5,9,0.706640665474,0.063167577343105
5,2,1,5,9,0.666020755113,0.06810039404088249
5,2,2,5,9,0.733464565717,0.04391601555601784
5,2,inf,5,9,0.770537693755,0.12133795052388435
6,2,1,5,9,0.78462772181,0.06595940749968647
6,2,2,5,9,0.685606035579,0.053362811104374346
6,2,inf,5,9,0.782597285359,0.059373975895915004
7,2,1,5,9,0.640340699882,0.11828369003206884
7,2,2,5,9,0.74742852206,0.11198435619988906
7,2,inf,5,9,0.60066629007,0.10268911539061032
8,2,1,5,9,0.647712930691,0.1611740836834104
8,2,2,5,9,0.718303107522,0.08415923274935033
8,2,inf,5,9,0.73848180626,0.10689954570266176
9,2,1,5,9,0.750927976077,0.08753351337948678
9,2,2,5,9,0.666147869049,0.1143821199620485
9,2,inf,5,9,0.745110603777,0.12229155584499038
0,2,1,50,9,0.426860732919,0.07730994124467373
0,2,2,50,9,0.412315767535,0.0842475245614919
0,2,inf,50,9,0.41805306023,0.06350200827109462
1,2,1,50,9,0.42083379576,0.0770370793183579
1,2,2,50,9,0.440984005619,0.06368282342203666
1,2,inf,50,9,0.416902996513,0.09037960679782449
2,2,1,50,9,0.435989560486,0.06008221173311731
2,2,2,50,9,0.458796062188,0.058266790613990815
2,2,inf,50,9,0.402459846448,0.06927837138838239
3,2,1,50,9,0.432121119361,0.06261466826959844
3,2,2,50,9,0.421316805337,0.06398356553911268
3,2,inf,50,9,0.409932773091,0.05408145034004158
4,2,1,50,9,0.406747651931,0.07670014294215219
4,2,2,50,9,0.419853954248,0.05124831994081997
4,2,inf,50,9,0.431909641459,0.07599936165711496
5,2,1,50,9,0.438429257997,0.06679487470797524
5,2,2,50,9,0.433874909312,0.06362610000822048
5,2,inf,50,9,0.424422006974,0.07690351778098219
6,2,1,50,9,0.428721479807,0.07074916293983
6,2,2,50,9,0.427672509167,0.06284993104734275
6,2,inf,50,9,0.429655734222,0.07476909832151683
7,2,1,50,9,0.443090103159,0.0702682399287348
7,2,2,50,9,0.43553743643,0.06962258139488861
7,2,inf,50,9,0.418641271042,0.06754002292018783
8,2,1,50,9,0.420050622515,0.06336204648300788
8,2,2,50,9,0.4423813429,0.07411771235241853
8,2,inf,50,9,0.458361414167,0.061155222937475315
9,2,1,50,9,0.456174241657,0.05093649254033437
9,2,2,50,9,0.43579726762,0.05807763056641765
9,2,inf,50,9,0.420150035051,0.06889309937144772
0,2,1,500,9,0.296928427166,0.05003227001295576
0,2,2,500,9,0.297480335307,0.04514881173525541
0,2,inf,500,9,0.302218703558,0.0459790568912391
1,2,1,500,9,0.299711248251,0.04757138859380576
1,2,2,500,9,0.301504745798,0.04316536513389571
1,2,inf,500,9,0.296024476824,0.04903874174177519
2,2,1,500,9,0.29890031681,0.04807441945931357
2,2,2,500,9,0.293752472089,0.046804031640347826
2,2,inf,500,9,0.300760280954,0.04810821225339154
3,2,1,500,9,0.295818706342,0.048476621093417424
3,2,2,500,9,0.300146217116,0.04549053580247958
3,2,inf,500,9,0.293875806581,0.0487059774257032
4,2,1,500,9,0.301284385269,0.04530250844355246
4,2,2,500,9,0.298151001253,0.04423372621526217
4,2,inf,500,9,0.298185496144,0.04371737132358071
5,2,1,500,9,0.298846379981,0.04665602657147551
5,2,2,500,9,0.299434387845,0.049229168973810515
5,2,inf,500,9,0.296496601257,0.04826607855175176
6,2,1,500,9,0.294645237078,0.04819023688796958
6,2,2,500,9,0.293729280451,0.04970160916995711
6,2,inf,500,9,0.298829790224,0.04514054957714434
7,2,1,500,9,0.297147405327,0.04244873702634144
7,2,2,500,9,0.299128735693,0.04716650434452988
7,2,inf,500,9,0.304472155965,0.042623595543094216
8,2,1,500,9,0.298074097736,0.04787062389125318
8,2,2,500,9,0.294913482877,0.04433468607244507
8,2,inf,500,9,0.296710282959,0.047768832738379154
9,2,1,500,9,0.299333505121,0.04637434426457581
9,2,2,500,9,0.29723363287,0.045863219456682786
9,2,inf,500,9,0.296998146787,0.046497067472750155
0,2,1,5,10,0.64744027296,0.06140109190432593
0,2,2,5,10,0.728937384702,0.10864758885450099
0,2,inf,5,10,0.66786002668,0.22429084327364693
1,2,1,5,10,0.792220416417,0.06723922509837676
1,2,2,5,10,0.739090801179,0.10236778313026769
1,2,inf,5,10,0.687439365374,0.18617592837325955
2,2,1,5,10,0.758601276989,0.06551048285816452
2,2,2,5,10,0.862709927363,0.025601309578485422
2,2,inf,5,10,0.724642386409,0.08611808496461618
3,2,1,5,10,0.640308406451,0.12001806650474478
3,2,2,5,10,0.78901605063,0.048935269793748674
3,2,inf,5,10,0.742595523203,0.05255576742758625
4,2,1,5,10,0.61526098552,0.08524261122414857
4,2,2,5,10,0.723995280174,0.12363011040329457
4,2,inf,5,10,0.809477985435,0.06696844451493965
5,2,1,5,10,0.697530355861,0.05944766205669947
5,2,2,5,10,0.688003522729,0.02520808236251595
5,2,inf,5,10,0.771096763028,0.03717831472155392
6,2,1,5,10,0.70453843022,0.061693208627360316
6,2,2,5,10,0.74550682563,0.1869965513968059
6,2,inf,5,10,0.71593453751,0.030581315347709425
7,2,1,5,10,0.713413996929,0.04678785565233879
7,2,2,5,10,0.666398309497,0.19692951248414875
7,2,inf,5,10,0.575991202801,0.1084076699544288
8,2,1,5,10,0.784606875355,0.07130300399270198
8,2,2,5,10,0.70514856542,0.08589749978480847
8,2,inf,5,10,0.73915146649,0.11906577943862252
9,2,1,5,10,0.688019405926,0.03503015234568457
9,2,2,5,10,0.767193346447,0.06554775182652434
9,2,inf,5,10,0.654052263843,0.09049316049352796
0,2,1,50,10,0.454097435385,0.06193899832424221
0,2,2,50,10,0.434989152016,0.08053053961569095
0,2,inf,50,10,0.448434470898,0.0667801935923952
1,2,1,50,10,0.461655658828,0.06231563964376375
1,2,2,50,10,0.449667539471,0.0719732476810999
1,2,inf,50,10,0.450974784262,0.06641827438609836
2,2,1,50,10,0.455946730769,0.06007596217367428
2,2,2,50,10,0.455561858564,0.05112286915167661
2,2,inf,50,10,0.436907969918,0.06239856149660937
3,2,1,50,10,0.425983093965,0.06057488507188496
3,2,2,50,10,0.450614509623,0.057690150456491646
3,2,inf,50,10,0.445496877232,0.08668325845056994
4,2,1,50,10,0.42195163604,0.07729866266028346
4,2,2,50,10,0.457067001594,0.06150668944701223
4,2,inf,50,10,0.445899869559,0.06014879742673824
5,2,1,50,10,0.441315058842,0.09416458030410821
5,2,2,50,10,0.440655601374,0.0795835014640346
5,2,inf,50,10,0.447832684839,0.07986545095859264
6,2,1,50,10,0.452395032341,0.06614494791212329
6,2,2,50,10,0.444420759034,0.071968086715413
6,2,inf,50,10,0.442210442002,0.0789389080741901
7,2,1,50,10,0.437764847386,0.06996081874349327
7,2,2,50,10,0.45132223617,0.05188640855625465
7,2,inf,50,10,0.438907504156,0.06348462529217833
8,2,1,50,10,0.42127767776,0.0928254229899446
8,2,2,50,10,0.451013871217,0.06327661033553797
8,2,inf,50,10,0.442395734129,0.06320700591811419
9,2,1,50,10,0.460010857817,0.0585420754780754
9,2,2,50,10,0.437534588728,0.06270147496117061
9,2,inf,50,10,0.434552931538,0.054683374178690805
0,2,1,500,10,0.322028018207,0.047178831591753394
0,2,2,500,10,0.324210042152,0.04575403502844026
0,2,inf,500,10,0.322422221379,0.04707087246401622
1,2,1,500,10,0.324541478615,0.04865240087073583
1,2,2,500,10,0.324217719673,0.045524109206846235
1,2,inf,500,10,0.325163457101,0.04838902084514009
2,2,1,500,10,0.321734130626,0.04348603739242773
2,2,2,500,10,0.327220561096,0.048170984115496376
2,2,inf,500,10,0.326288588377,0.04570345386681093
3,2,1,500,10,0.318000394958,0.045031605040040175
3,2,2,500,10,0.32495486623,0.04480735188646844
3,2,inf,500,10,0.322872790097,0.045247201201505056
4,2,1,500,10,0.323254939863,0.043483821273346844
4,2,2,500,10,0.323808414408,0.04586778340523757
4,2,inf,500,10,0.330116772719,0.04503503115551559
5,2,1,500,10,0.324452739461,0.04558874956656017
5,2,2,500,10,0.320268672857,0.046880111701216205
5,2,inf,500,10,0.327449406634,0.04428985038576464
6,2,1,500,10,0.320627730569,0.04539466747032515
6,2,2,500,10,0.325312442322,0.044411722171077514
6,2,inf,500,10,0.320433561273,0.04653966777632894
7,2,1,500,10,0.323656783764,0.04636933945786645
7,2,2,500,10,0.32426017519,0.048410571888668694
7,2,inf,500,10,0.324572544936,0.04603644117457837
8,2,1,500,10,0.32887128597,0.046657265048451316
8,2,2,500,10,0.326334907302,0.04137273641724438
8,2,inf,500,10,0.324283911419,0.04496191141385436
9,2,1,500,10,0.324523693091,0.0440862161898502
9,2,2,500,10,0.329147913481,0.046550142230881345
9,2,inf,500,10,0.323757146073,0.04646753611308526
0,2,1,5,20,0.840545734578,0.011255559154870417
0,2,2,5,20,0.788916275736,0.11953550975764383
0,2,inf,5,20,0.765876539142,0.02489852011172406
1,2,1,5,20,0.805314607056,0.08233110465278494
1,2,2,5,20,0.727587882095,0.15932992677000854
1,2,inf,5,20,0.785596705724,0.04684286730153993
2,2,1,5,20,0.829796994418,0.0694675494778816
2,2,2,5,20,0.782075268673,0.06379746221583542
2,2,inf,5,20,0.79516708366,0.03375856391904899
3,2,1,5,20,0.764908338205,0.059480450829598235
3,2,2,5,20,0.730696190932,0.054259734967982934
3,2,inf,5,20,0.805670063051,0.038860500824889954
4,2,1,5,20,0.810276049017,0.06256153700014426
4,2,2,5,20,0.76499861346,0.09891507131406051
4,2,inf,5,20,0.811512447209,0.041610642709047886
5,2,1,5,20,0.746947761152,0.10268205251870104
5,2,2,5,20,0.869106490524,0.09413127525978546
5,2,inf,5,20,0.766774507364,0.12317010303137908
6,2,1,5,20,0.857133682654,0.09900279862086851
6,2,2,5,20,0.758488128689,0.11003887585257018
6,2,inf,5,20,0.797054471852,0.07077355291610977
7,2,1,5,20,0.796324484967,0.09898459774685552
7,2,2,5,20,0.72474442273,0.09118921371082732
7,2,inf,5,20,0.740114812486,0.07070536119089485
8,2,1,5,20,0.834738644684,0.05273002240934306
8,2,2,5,20,0.730082395426,0.03188259936618642
8,2,inf,5,20,0.774310420091,0.06712348441601303
9,2,1,5,20,0.777902542766,0.06426753778423125
9,2,2,5,20,0.779044099139,0.03238310732498293
9,2,inf,5,20,0.842606299802,0.04282537480947745
0,2,1,50,20,0.570356989998,0.06920424124682377
0,2,2,50,20,0.596810414835,0.06731024415978276
0,2,inf,50,20,0.606023212258,0.037958808739248895
1,2,1,50,20,0.59871827823,0.044034836556529074
1,2,2,50,20,0.578976344158,0.05922004897566607
1,2,inf,50,20,0.588845827556,0.033794434661949
2,2,1,50,20,0.590655259148,0.049570838434793436
2,2,2,50,20,0.574255099974,0.06897522291294692
2,2,inf,50,20,0.584322252154,0.052157863504587655
3,2,1,50,20,0.586100187946,0.055463826458574034
3,2,2,50,20,0.589380145309,0.06043939624955765
3,2,inf,50,20,0.591147227682,0.05056984093360086
4,2,1,50,20,0.583543335471,0.044364399881104424
4,2,2,50,20,0.604089264307,0.04059882557772124
4,2,inf,50,20,0.608498793576,0.04236272618124294
5,2,1,50,20,0.593377085323,0.04852272482861704
5,2,2,50,20,0.583957336059,0.050184231348312715
5,2,inf,50,20,0.604053168589,0.040293005200954746
6,2,1,50,20,0.566481941035,0.05453366957216198
6,2,2,50,20,0.591878230892,0.053592900566239006
6,2,inf,50,20,0.593924345548,0.05424329110391457
7,2,1,50,20,0.587688442327,0.05439149600868278
7,2,2,50,20,0.600589738447,0.05350319748266133
7,2,inf,50,20,0.595556123321,0.04314904526740841
8,2,1,50,20,0.584545165263,0.04889685637326391
8,2,2,50,20,0.595432728408,0.05279684673656048
8,2,inf,50,20,0.581287197453,0.05470650040270467
9,2,1,50,20,0.597424775023,0.04810377246710842
9,2,2,50,20,0.590863194454,0.050163096317165326
9,2,inf,50,20,0.584256103404,0.0451885037094865
0,2,1,500,20,0.479287116529,0.03870973903150546
0,2,2,500,20,0.482471858014,0.03966210818205019
0,2,inf,500,20,0.479322845333,0.03855665066034053
1,2,1,500,20,0.479801283367,0.03530338260603252
1,2,2,500,20,0.478102760571,0.040267610290230835
1,2,inf,500,20,0.481947115585,0.03790382644556094
2,2,1,500,20,0.479396730435,0.03770309592750133
2,2,2,500,20,0.47892519733,0.03907707808267517
2,2,inf,500,20,0.480788196784,0.03927218608938342
3,2,1,500,20,0.48066680233,0.041433227567595814
3,2,2,500,20,0.482548880295,0.03786892746900819
3,2,inf,500,20,0.483588477137,0.036423836245182376
4,2,1,500,20,0.479315838778,0.03892098496825338
4,2,2,500,20,0.479974814891,0.04020934379117994
4,2,inf,500,20,0.480564478633,0.03887755534947516
5,2,1,500,20,0.483960487393,0.03705173994172061
5,2,2,500,20,0.48149814041,0.0351447875823742
5,2,inf,500,20,0.481525162714,0.037637674552061275
6,2,1,500,20,0.479993404754,0.04033136564777957
6,2,2,500,20,0.484134412383,0.03888722352609558
6,2,inf,500,20,0.47869534896,0.03909720671350351
7,2,1,500,20,0.478110561116,0.0391075716689773
7,2,2,500,20,0.483308728692,0.03826219270473142
7,2,inf,500,20,0.481727974026,0.037731208202647956
8,2,1,500,20,0.480138483754,0.03847178961446235
8,2,2,500,20,0.481501182352,0.03890079374784246
8,2,inf,500,20,0.482939086142,0.03495890444893956
9,2,1,500,20,0.480604489851,0.03758492805099184
9,2,2,500,20,0.479799868256,0.038342101572724496
9,2,inf,500,20,0.484731987453,0.038458803922727006
0,2,1,5,30,0.815160567339,0.06373178687316591
0,2,2,5,30,0.853823246098,0.021534183284367014
0,2,inf,5,30,0.755025310139,0.07317434687488189
1,2,1,5,30,0.807075052818,0.08208529763867482
1,2,2,5,30,0.878318377419,0.040359012541084836
1,2,inf,5,30,0.842535125738,0.08669514428254639
2,2,1,5,30,0.814044548625,0.08557192401460709
2,2,2,5,30,0.689283644096,0.09125814787390314
2,2,inf,5,30,0.790652863546,0.12202168522526465
3,2,1,5,30,0.860578032299,0.06975543496557607
3,2,2,5,30,0.836951274928,0.07143931047030344
3,2,inf,5,30,0.828053652695,0.08778228701814628
4,2,1,5,30,0.857992852564,0.04320475868970684
4,2,2,5,30,0.785017166863,0.06255887075636175
4,2,inf,5,30,0.880101073473,0.01807821649433229
5,2,1,5,30,0.93805078833,0.025480274513497287
5,2,2,5,30,0.886711835731,0.041582729078702786
5,2,inf,5,30,0.876190850131,0.05816319856263361
6,2,1,5,30,0.827482898272,0.04640860930202039
6,2,2,5,30,0.859372157615,0.05093717097705748
6,2,inf,5,30,0.809509652456,0.07844021318595838
7,2,1,5,30,0.854834617335,0.03250577376812716
7,2,2,5,30,0.850357952071,0.052200783164430394
7,2,inf,5,30,0.848690480362,0.0582217483764257
8,2,1,5,30,0.820988202127,0.05528378444427206
8,2,2,5,30,0.880483112012,0.024215330105994488
8,2,inf,5,30,0.865733253457,0.061006039482615224
9,2,1,5,30,0.890249846543,0.05497526544518081
9,2,2,5,30,0.805742978954,0.03843303282213996
9,2,inf,5,30,0.873336285196,0.03800322090907017
0,2,1,50,30,0.656030119176,0.04399948356845566
0,2,2,50,30,0.664616235656,0.0422236158221513
0,2,inf,50,30,0.65658835369,0.042530453687122806
1,2,1,50,30,0.652266444626,0.03954324102002114
1,2,2,50,30,0.661071066349,0.05237679270078004
1,2,inf,50,30,0.633717041532,0.04820688369288743
2,2,1,50,30,0.64790098567,0.05005846808735828
2,2,2,50,30,0.658684424738,0.035265654363693145
2,2,inf,50,30,0.657570293655,0.04908353499059006
3,2,1,50,30,0.642723562123,0.04781375365120155
3,2,2,50,30,0.642109025776,0.04915103674839797
3,2,inf,50,30,0.664330145902,0.04518706475148619
4,2,1,50,30,0.655782297281,0.04390307625969362
4,2,2,50,30,0.668201958218,0.04494398388668798
4,2,inf,50,30,0.653066591195,0.04041552739824159
5,2,1,50,30,0.659135870621,0.04914678896226868
5,2,2,50,30,0.660608434637,0.04449864321909745
5,2,inf,50,30,0.665354565668,0.047479978552268876
6,2,1,50,30,0.647495933215,0.0432769379871863
6,2,2,50,30,0.657195632112,0.042073124745295024
6,2,inf,50,30,0.661525583611,0.038989687313141695
7,2,1,50,30,0.646334463387,0.04831147299471191
7,2,2,50,30,0.650764011131,0.04336056256758078
7,2,inf,50,30,0.670137908784,0.04235691600794211
8,2,1,50,30,0.662835621454,0.04361842007840986
8,2,2,50,30,0.67662515653,0.04555275674885623
8,2,inf,50,30,0.651879963906,0.04216522181885439
9,2,1,50,30,0.665451273151,0.0394348538970568
9,2,2,50,30,0.646629084191,0.036129371660335315
9,2,inf,50,30,0.663344632223,0.042476548137308154
0,2,1,500,30,0.559829695378,0.03348225199430027
0,2,2,500,30,0.557850274746,0.03156718916118144
0,2,inf,500,30,0.559272004569,0.03252024196650934
1,2,1,500,30,0.55771749877,0.03210161019587364
1,2,2,500,30,0.561828393097,0.029517745116827757
1,2,inf,500,30,0.558242404235,0.030577192656004726
2,2,1,500,30,0.555642820932,0.03165110267322813
2,2,2,500,30,0.557350025352,0.03448865004084291
2,2,inf,500,30,0.555866850328,0.03323774126894198
3,2,1,500,30,0.559171879339,0.03413634868853244
3,2,2,500,30,0.557188818333,0.03362217485640687
3,2,inf,500,30,0.558453109592,0.031835937591108324
4,2,1,500,30,0.559232650055,0.032578041521719364
4,2,2,500,30,0.557691896984,0.034396054398604214
4,2,inf,500,30,0.556819542115,0.03565253855940681
5,2,1,500,30,0.561829878929,0.030223043586327367
5,2,2,500,30,0.555543725198,0.036521748468885624
5,2,inf,500,30,0.557922633395,0.03389894742786605
6,2,1,500,30,0.559001791435,0.03190499461206901
6,2,2,500,30,0.557260146874,0.032535202393557436
6,2,inf,500,30,0.557532055757,0.03252122136362968
7,2,1,500,30,0.558354996906,0.03232423779964749
7,2,2,500,30,0.558184506851,0.03284638671956546
7,2,inf,500,30,0.557575750613,0.03524379925870326
8,2,1,500,30,0.558626901524,0.03193296626034587
8,2,2,500,30,0.555632808586,0.03269542842022702
8,2,inf,500,30,0.558395720996,0.031421730778067154
9,2,1,500,30,0.557137853911,0.03300181875235851
9,2,2,500,30,0.555686252461,0.037021597875573214
9,2,inf,500,30,0.554996621889,0.034668361742126085
0,2,1,5,40,0.799431671258,0.04822094904903688
0,2,2,5,40,0.897489376307,0.03257683680170876
0,2,inf,5,40,0.854634379348,0.0407704555044382
1,2,1,5,40,0.898537881757,0.025171957648879216
1,2,2,5,40,0.891432350659,0.03328232840821452
1,2,inf,5,40,0.804470644592,0.020452987380320777
2,2,1,5,40,0.835474653931,0.045689978260210574
2,2,2,5,40,0.836723514095,0.05697237559508455
2,2,inf,5,40,0.730651963698,0.03911630735993933
3,2,1,5,40,0.798073778485,0.07396579762324734
3,2,2,5,40,0.87907234576,0.03887523819070356
3,2,inf,5,40,0.870635174391,0.03323977061014648
4,2,1,5,40,0.878846509359,0.02538274307783012
4,2,2,5,40,0.887659659159,0.05759518919329556
4,2,inf,5,40,0.83703093783,0.04256982642522205
5,2,1,5,40,0.864480517453,0.05424020562035797
5,2,2,5,40,0.887635580975,0.045379540174173255
5,2,inf,5,40,0.934529371906,0.012510087001729123
6,2,1,5,40,0.844416305537,0.10760270319910499
6,2,2,5,40,0.83692074721,0.0799913676071165
6,2,inf,5,40,0.802935211214,0.04160433430649528
7,2,1,5,40,0.837719381053,0.06290267192453611
7,2,2,5,40,0.884367196902,0.05726849928706547
7,2,inf,5,40,0.926724707691,0.03309763943319173
8,2,1,5,40,0.796588655998,0.04957791989968486
8,2,2,5,40,0.86021151914,0.06644272260453908
8,2,inf,5,40,0.825189758017,0.0914430054021335
9,2,1,5,40,0.905730670003,0.033735327788608306
9,2,2,5,40,0.849267112111,0.07041951024642702
9,2,inf,5,40,0.83510998849,0.06390156827804272
0,2,1,50,40,0.692874130466,0.0387457063841112
0,2,2,50,40,0.708543154903,0.03701403537674037
0,2,inf,50,40,0.700444146678,0.043198619289560335
1,2,1,50,40,0.697720573549,0.040476975324337375
1,2,2,50,40,0.694061619441,0.0382295277376106
1,2,inf,50,40,0.698280042738,0.04235291467383133
2,2,1,50,40,0.70411785429,0.031415413236208216
2,2,2,50,40,0.71512169103,0.03392573585997766
2,2,inf,50,40,0.693839498349,0.04372693902404245
3,2,1,50,40,0.702738748216,0.040748831453857506
3,2,2,50,40,0.687637400614,0.03649703784266006
3,2,inf,50,40,0.695307903393,0.04402370760656675
4,2,1,50,40,0.705984931488,0.040488184038151805
4,2,2,50,40,0.701615868605,0.03342185881525093
4,2,inf,50,40,0.703759963725,0.030144525364597115
5,2,1,50,40,0.693704823315,0.048656775260376525
5,2,2,50,40,0.686599780356,0.04755857804833677
5,2,inf,50,40,0.696861503099,0.04105459231713036
6,2,1,50,40,0.6853268868,0.048060094748402726
6,2,2,50,40,0.693858264125,0.03715904930389858
6,2,inf,50,40,0.686415470531,0.037733688833090834
7,2,1,50,40,0.69882251077,0.04573852947439849
7,2,2,50,40,0.697270818002,0.03838807010711993
7,2,inf,50,40,0.696391076253,0.040387474818300566
8,2,1,50,40,0.695846684077,0.04219304645613484
8,2,2,50,40,0.695485430748,0.044959680080498804
8,2,inf,50,40,0.699561230151,0.04955984466854332
9,2,1,50,40,0.694424685929,0.04577761034395615
9,2,2,50,40,0.706665074245,0.02770411377385022
9,2,inf,50,40,0.680884331653,0.042961347384985214
0,2,1,500,40,0.607782779842,0.030169669035555676
0,2,2,500,40,0.607372329063,0.029126614799477257
0,2,inf,500,40,0.605940438062,0.032010524410901166
1,2,1,500,40,0.607966714373,0.0323433897302303
1,2,2,500,40,0.605684113969,0.031058056971303333
1,2,inf,500,40,0.608832981803,0.028583520628903812
2,2,1,500,40,0.608295225612,0.028842004320979334
2,2,2,500,40,0.611046020746,0.026845553435274328
2,2,inf,500,40,0.606629664136,0.031054813507794096
3,2,1,500,40,0.609538458906,0.030800542143519256
3,2,2,500,40,0.608273726634,0.030606265090756323
3,2,inf,500,40,0.603563354027,0.03347086525455583
4,2,1,500,40,0.605279305037,0.031630070414982184
4,2,2,500,40,0.608291609092,0.027990257396663217
4,2,inf,500,40,0.609522520868,0.029432036094318593
5,2,1,500,40,0.60837331504,0.028315640670292238
5,2,2,500,40,0.606362654273,0.028825005606308067
5,2,inf,500,40,0.605449116418,0.02885083823586271
6,2,1,500,40,0.608887863871,0.02790285224437761
6,2,2,500,40,0.60829730013,0.030102876936298976
6,2,inf,500,40,0.609471777192,0.02917509355815584
7,2,1,500,40,0.606434653036,0.030835684725642826
7,2,2,500,40,0.607881904097,0.030886592610625808
7,2,inf,500,40,0.607517752379,0.030432603167490583
8,2,1,500,40,0.607229966039,0.031377486864360954
8,2,2,500,40,0.604977833402,0.03322196696818529
8,2,inf,500,40,0.605520948074,0.03076762385779601
9,2,1,500,40,0.61007215706,0.03142279387798108
9,2,2,500,40,0.607072557431,0.02888874814950168
9,2,inf,500,40,0.610479630161,0.028377198539746074
0,2,1,5,50,0.843812819159,0.04938198684951006
0,2,2,5,50,0.873874548597,0.030607418358854437
0,2,inf,5,50,0.909189473374,0.03461399682465003
1,2,1,5,50,0.812158996147,0.08328302152195124
1,2,2,5,50,0.859891965306,0.043220635341356485
1,2,inf,5,50,0.866297854836,0.04955332559774472
2,2,1,5,50,0.874332868459,0.042499196488917854
2,2,2,5,50,0.869830329184,0.0514369819638103
2,2,inf,5,50,0.850109663441,0.06378386854906269
3,2,1,5,50,0.877520512031,0.0466362377240705
3,2,2,5,50,0.873086586681,0.0624719588562524
3,2,inf,5,50,0.861841642514,0.0572880845325978
4,2,1,5,50,0.91232054515,0.03522444259370257
4,2,2,5,50,0.918196577645,0.037179743529068186
4,2,inf,5,50,0.845379088104,0.036545371010485245
5,2,1,5,50,0.818492282119,0.047806375207070824
5,2,2,5,50,0.875417389136,0.03715053539430551
5,2,inf,5,50,0.857523701443,0.05198923709222029
6,2,1,5,50,0.85736755534,0.03221987253659975
6,2,2,5,50,0.870658543401,0.04988233092901986
6,2,inf,5,50,0.856399258739,0.039404673572450796
7,2,1,5,50,0.927553179453,0.025147093131494203
7,2,2,5,50,0.825387504935,0.03533173394516467
7,2,inf,5,50,0.871317472981,0.034841615412585285
8,2,1,5,50,0.85916973126,0.03421368158712695
8,2,2,5,50,0.900518019281,0.03515919779004456
8,2,inf,5,50,0.810485015066,0.06075287700486785
9,2,1,5,50,0.872075576996,0.04071410950024632
9,2,2,5,50,0.850071560988,0.0314273885799442
9,2,inf,5,50,0.867052791235,0.04706256073797568
0,2,1,50,50,0.719814133364,0.030046241284799675
0,2,2,50,50,0.723060009238,0.03763819835728613
0,2,inf,50,50,0.721268714742,0.029428278666652992
1,2,1,50,50,0.737335019213,0.025614098313805844
1,2,2,50,50,0.725568869858,0.03814486335135985
1,2,inf,50,50,0.717762368458,0.03921412981390569
2,2,1,50,50,0.713383637956,0.03441080971068149
2,2,2,50,50,0.725698421417,0.037831427500425105
2,2,inf,50,50,0.723827893438,0.04068856432850456
3,2,1,50,50,0.71798395154,0.04024692999321405
3,2,2,50,50,0.718574102084,0.03651338488103452
3,2,inf,50,50,0.706575983172,0.04984468695366705
4,2,1,50,50,0.726915841199,0.034426930129819296
4,2,2,50,50,0.732689086262,0.03579714020674132
4,2,inf,50,50,0.711696546435,0.03469034981419228
5,2,1,50,50,0.72944862569,0.03362187754017175
5,2,2,50,50,0.729101327215,0.0331208295346279
5,2,inf,50,50,0.721445486229,0.04058876482184334
6,2,1,50,50,0.723222398641,0.03688228558629499
6,2,2,50,50,0.722788202716,0.04049412633771296
6,2,inf,50,50,0.707644658652,0.047590786500046244
7,2,1,50,50,0.728299439812,0.03578455057576169
7,2,2,50,50,0.704406727292,0.04199939716008486
7,2,inf,50,50,0.724189656378,0.03753041252805266
8,2,1,50,50,0.72783367254,0.02992365316234317
8,2,2,50,50,0.72961722329,0.03541839511183599
8,2,inf,50,50,0.729561866901,0.03524518808901625
9,2,1,50,50,0.728621203981,0.04360913643162926
9,2,2,50,50,0.733695771265,0.034335266154405485
9,2,inf,50,50,0.714955413088,0.03466261672183297
0,2,1,500,50,0.641978155149,0.027538995783379306
0,2,2,500,50,0.64170642342,0.030225218476011763
0,2,inf,500,50,0.641886184048,0.028061510157212713
1,2,1,500,50,0.640699541338,0.02621366364343919
1,2,2,500,50,0.641791677578,0.028041669812367134
1,2,inf,500,50,0.641215904877,0.027000510019286727
2,2,1,500,50,0.640727240355,0.028060201732389278
2,2,2,500,50,0.642113508793,0.02806304736675955
2,2,inf,500,50,0.645328408736,0.02745623105864688
3,2,1,500,50,0.641894007749,0.029780895851207773
3,2,2,500,50,0.642784817682,0.0265024710630108
3,2,inf,500,50,0.640847159333,0.025583543712783853
4,2,1,500,50,0.643777771407,0.028882206246935802
4,2,2,500,50,0.64162561108,0.026487810296652408
4,2,inf,500,50,0.640253876295,0.0292747023420801
5,2,1,500,50,0.640129359405,0.030238979979299564
5,2,2,500,50,0.640893113268,0.025666833841003756
5,2,inf,500,50,0.643011178015,0.027194453765633838
6,2,1,500,50,0.640900157801,0.028059693260871463
6,2,2,500,50,0.641618594051,0.02661482193626254
6,2,inf,500,50,0.642584523155,0.02915943173960374
7,2,1,500,50,0.64408274588,0.025626616477755576
7,2,2,500,50,0.642137339617,0.02578804373689638
7,2,inf,500,50,0.642279305126,0.027694818834245467
8,2,1,500,50,0.64141766209,0.028176917942391876
8,2,2,500,50,0.640557131121,0.02612328490585072
8,2,inf,500,50,0.645441491645,0.026247769920261125
9,2,1,500,50,0.641430384343,0.028758336132448603
9,2,2,500,50,0.643213368044,0.02723392272578952
9,2,inf,500,50,0.642268384997,0.026514949859410025
0,2,1,5,60,0.900215624285,0.0531443939548446
0,2,2,5,60,0.898772918361,0.0554411349626652
