Trial,Metric,K,N,sigma,TruePositive,FalsePositive,FalseNegative,TrueNegative,Accuracy,MisclassificationRate,TruePositiveRate,FalsePositiveRate,Specificity,Precision
int,int,int,int,float,int,int,int,int,float,float,float,float,float,float
2,2,50,1,0.1,18,20,18,44,0.62,0.38,0.5,0.3125,0.6875,0.473684211
3,2,50,1,0.1,32,26,21,21,0.53,0.47,0.603773585,0.553191489,0.446808511,0.551724138
4,2,50,1,0.1,18,20,33,29,0.47,0.53,0.352941176,0.408163265,0.591836735,0.473684211
5,2,50,1,0.1,17,27,22,34,0.51,0.49,0.435897436,0.442622951,0.557377049,0.386363636
6,2,50,1,0.1,21,22,28,29,0.5,0.5,0.428571429,0.431372549,0.568627451,0.488372093
7,2,50,1,0.1,55,29,8,8,0.63,0.37,0.873015873,0.783783784,0.216216216,0.654761905
8,2,50,1,0.1,27,21,27,25,0.52,0.48,0.5,0.456521739,0.543478261,0.5625
9,2,50,1,0.1,25,30,13,32,0.57,0.43,0.657894737,0.483870968,0.516129032,0.454545455
0,2,50,1,0.15,28,17,35,20,0.48,0.52,0.444444444,0.459459459,0.540540541,0.622222222
1,2,50,1,0.15,27,25,19,29,0.56,0.44,0.586956522,0.462962963,0.537037037,0.519230769
2,2,50,1,0.15,43,29,21,7,0.5,0.5,0.671875,0.805555556,0.194444444,0.597222222
3,2,50,1,0.15,20,25,20,35,0.55,0.45,0.5,0.416666667,0.583333333,0.444444444
4,2,50,1,0.15,11,26,28,35,0.46,0.54,0.282051282,0.426229508,0.573770492,0.297297297
5,2,50,1,0.15,25,30,18,27,0.52,0.48,0.581395349,0.526315789,0.473684211,0.454545455
6,2,50,1,0.15,30,19,18,33,0.63,0.37,0.625,0.365384615,0.634615385,0.612244898
7,2,50,1,0.15,8,12,30,50,0.58,0.42,0.210526316,0.193548387,0.806451613,0.4
8,2,50,1,0.15,26,17,25,32,0.58,0.42,0.509803922,0.346938776,0.653061224,0.604651163
9,2,50,1,0.15,29,24,28,19,0.48,0.52,0.50877193,0.558139535,0.441860465,0.547169811
0,2,50,1,0.2,28,25,25,22,0.5,0.5,0.528301887,0.531914894,0.468085106,0.528301887
1,2,50,1,0.2,34,27,25,14,0.48,0.52,0.576271186,0.658536585,0.341463415,0.557377049
2,2,50,1,0.2,25,14,27,34,0.59,0.41,0.480769231,0.291666667,0.708333333,0.641025641
3,2,50,1,0.2,29,34,19,18,0.47,0.53,0.604166667,0.653846154,0.346153846,0.46031746
4,2,50,1,0.2,16,21,25,38,0.54,0.46,0.390243902,0.355932203,0.644067797,0.432432432
5,2,50,1,0.2,28,20,25,27,0.55,0.45,0.528301887,0.425531915,0.574468085,0.583333333
6,2,50,1,0.2,20,12,33,35,0.55,0.45,0.377358491,0.255319149,0.744680851,0.625
7,2,50,1,0.2,22,21,31,26,0.48,0.52,0.41509434,0.446808511,0.553191489,0.511627907
8,2,50,1,0.2,39,13,23,25,0.64,0.36,0.629032258,0.342105263,0.657894737,0.75
9,2,50,1,0.2,39,25,22,14,0.53,0.47,0.639344262,0.641025641,0.358974359,0.609375
0,2,50,1,0.25,29,22,21,28,0.57,0.43,0.58,0.44,0.56,0.568627451
1,2,50,1,0.25,25,24,28,23,0.48,0.52,0.471698113,0.510638298,0.489361702,0.510204082
2,2,50,1,0.25,35,32,14,19,0.54,0.46,0.714285714,0.62745098,0.37254902,0.52238806
3,2,50,1,0.25,20,19,25,36,0.56,0.44,0.444444444,0.345454545,0.654545455,0.512820513
4,2,50,1,0.25,23,25,33,19,0.42,0.58,0.410714286,0.568181818,0.431818182,0.479166667
5,2,50,1,0.25,28,14,29,29,0.57,0.43,0.49122807,0.325581395,0.674418605,0.666666667
6,2,50,1,0.25,19,25,32,24,0.43,0.57,0.37254902,0.510204082,0.489795918,0.431818182
7,2,50,1,0.25,35,27,20,18,0.53,0.47,0.636363636,0.6,0.4,0.564516129
8,2,50,1,0.25,44,32,16,8,0.52,0.48,0.733333333,0.8,0.2,0.578947368
9,2,50,1,0.25,22,31,17,30,0.52,0.48,0.564102564,0.508196721,0.491803279,0.41509434
0,2,60,1,0.05,20,24,27,29,0.49,0.51,0.425531915,0.452830189,0.547169811,0.454545455
1,2,60,1,0.05,13,18,30,39,0.52,0.48,0.302325581,0.315789474,0.684210526,0.419354839
2,2,60,1,0.05,16,22,28,34,0.5,0.5,0.363636364,0.392857143,0.607142857,0.421052632
3,2,60,1,0.05,26,31,23,20,0.46,0.54,0.530612245,0.607843137,0.392156863,0.456140351
4,2,60,1,0.05,35,31,22,12,0.47,0.53,0.614035088,0.720930233,0.279069767,0.53030303
5,2,60,1,0.05,24,23,24,29,0.53,0.47,0.5,0.442307692,0.557692308,0.510638298
6,2,60,1,0.05,25,29,21,25,0.5,0.5,0.543478261,0.537037037,0.462962963,0.462962963
7,2,60,1,0.05,28,30,24,18,0.46,0.54,0.538461538,0.625,0.375,0.482758621
8,2,60,1,0.05,19,25,23,33,0.52,0.48,0.452380952,0.431034483,0.568965517,0.431818182
